0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
16120442.75552205,16120442.75552205,16120442.75552205,16120442.75552205,16120442.75552205,16120442.75552205,16120442.75552205,16120442.75552205,16120442.75552205,16120442.75552205,16120442.75552205,16120442.75552205,16120442.75552205,16120442.75552205,16120442.75552205,16120442.75552205
27578454.17705875,27578454.17705875,27578454.17705875,27578454.17705875,27578454.17705875,27578454.17705875,27578454.17705875,27578454.17705875,27578454.17705875,27578454.17705875,27578454.17705875,27578454.17705875,27578454.17705875,27578454.17705875,27578454.17705875,27578454.17705875
32333270.189568155,32333270.189568155,32333270.189568155,32333270.189568155,32333270.189568155,32333270.189568155,32333270.189568155,32333270.189568155,32333270.189568155,32333270.189568155,32333270.189568155,32333270.189568155,32333270.189568155,32333270.189568155,32333270.189568155,32333270.189568155
26278042.389625188,26278042.389625188,26278042.389625188,26278042.389625188,26278042.389625188,26278042.389625188,26278042.389625188,26278042.389625188,26278042.389625188,26278042.389625188,26278042.389625188,26278042.389625188,26278042.389625188,26278042.389625188,26278042.389625188,26278042.389625188
14980701.60197758,14980701.60197758,14980701.60197758,14980701.60197758,14980701.60197758,14980701.60197758,14980701.60197758,14980701.60197758,14980701.60197758,14980701.60197758,14980701.60197758,14980701.60197758,14980701.60197758,14980701.60197758,14980701.60197758,14980701.60197758
20576334.04415322,20576334.04415322,20576334.04415322,20576334.04415322,20576334.04415322,20576334.04415322,20576334.04415322,20576334.04415322,20576334.04415322,20576334.04415322,20576334.04415322,20576334.04415322,20576334.04415322,20576334.04415322,20576334.04415322,20576334.04415322
17240818.96792936,17240818.96792936,17240818.96792936,17240818.96792936,17240818.96792936,17240818.96792936,17240818.96792936,17240818.96792936,17240818.96792936,17240818.96792936,17240818.96792936,17240818.96792936,17240818.96792936,17240818.96792936,17240818.96792936,17240818.96792936
15420670.810993923,15420670.810993923,15420670.810993923,15420670.810993923,15420670.810993923,15420670.810993923,15420670.810993923,15420670.810993923,15420670.810993923,15420670.810993923,15420670.810993923,15420670.810993923,15420670.810993923,15420670.810993923,15420670.810993923,15420670.810993923
16591462.231554732,16591462.231554732,16591462.231554732,16591462.231554732,16591462.231554732,16591462.231554732,16591462.231554732,16591462.231554732,16591462.231554732,16591462.231554732,16591462.231554732,16591462.231554732,16591462.231554732,16591462.231554732,16591462.231554732,16591462.231554732
21722648.128091387,21722648.128091387,21722648.128091387,21722648.128091387,21722648.128091387,21722648.128091387,21722648.128091387,21722648.128091387,21722648.128091387,21722648.128091387,21722648.128091387,21722648.128091387,21722648.128091387,21722648.128091387,21722648.128091387,21722648.128091387
20679773.296121616,20679773.296121616,20679773.296121616,20679773.296121616,20679773.296121616,20679773.296121616,20679773.296121616,20679773.296121616,20679773.296121616,20679773.296121616,20679773.296121616,20679773.296121616,20679773.296121616,20679773.296121616,20679773.296121616,20679773.296121616
30212679.142483212,30212679.142483212,30212679.142483212,30212679.142483212,30212679.142483212,30212679.142483212,30212679.142483212,30212679.142483212,30212679.142483212,30212679.142483212,30212679.142483212,30212679.142483212,30212679.142483212,30212679.142483212,30212679.142483212,30212679.142483212
29244032.009601034,29244032.009601034,29244032.009601034,29244032.009601034,29244032.009601034,29244032.009601034,29244032.009601034,29244032.009601034,29244032.009601034,29244032.009601034,29244032.009601034,29244032.009601034,29244032.009601034,29244032.009601034,29244032.009601034,29244032.009601034
22988789.735989213,22988789.735989213,22988789.735989213,22988789.735989213,22988789.735989213,22988789.735989213,22988789.735989213,22988789.735989213,22988789.735989213,22988789.735989213,22988789.735989213,22988789.735989213,22988789.735989213,22988789.735989213,22988789.735989213,22988789.735989213
25580938.937955797,25580938.937955797,25580938.937955797,25580938.937955797,25580938.937955797,25580938.937955797,25580938.937955797,25580938.937955797,25580938.937955797,25580938.937955797,25580938.937955797,25580938.937955797,25580938.937955797,25580938.937955797,25580938.937955797,25580938.937955797
32869893.19006434,32869893.19006434,32869893.19006434,32869893.19006434,32869893.19006434,32869893.19006434,32869893.19006434,32869893.19006434,32869893.19006434,32869893.19006434,32869893.19006434,32869893.19006434,32869893.19006434,32869893.19006434,32869893.19006434,32869893.19006434
33277096.578758396,33277096.578758396,33277096.578758396,33277096.578758396,33277096.578758396,33277096.578758396,33277096.578758396,33277096.578758396,33277096.578758396,33277096.578758396,33277096.578758396,33277096.578758396,33277096.578758396,33277096.578758396,33277096.578758396,33277096.578758396
18912020.866673462,18912020.866673462,18912020.866673462,18912020.866673462,18912020.866673462,18912020.866673462,18912020.866673462,18912020.866673462,18912020.866673462,18912020.866673462,18912020.866673462,18912020.866673462,18912020.866673462,18912020.866673462,18912020.866673462,18912020.866673462
