0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
16120442.75552205,16120442.75552205,16120442.75552205,16120442.75552205,16120442.75552205,16120442.75552205,16120442.75552205,16120442.75552205,16120442.75552205,16120442.75552205,16120442.75552205,16120442.75552205,16120442.75552205,16120442.75552205,16120442.75552205,16120442.75552205
11820894.026527917,11820894.026527917,11820894.026527917,11820894.026527917,11820894.026527917,11820894.026527917,11820894.026527917,11820894.026527917,11820894.026527917,11820894.026527917,11820894.026527917,11820894.026527917,11820894.026527917,11820894.026527917,11820894.026527917,11820894.026527917
12863212.259460606,12863212.259460606,12863212.259460606,12863212.259460606,12863212.259460606,12863212.259460606,12863212.259460606,12863212.259460606,12863212.259460606,12863212.259460606,12863212.259460606,12863212.259460606,12863212.259460606,12863212.259460606,12863212.259460606,12863212.259460606
11072534.788109912,11072534.788109912,11072534.788109912,11072534.788109912,11072534.788109912,11072534.788109912,11072534.788109912,11072534.788109912,11072534.788109912,11072534.788109912,11072534.788109912,11072534.788109912,11072534.788109912,11072534.788109912,11072534.788109912,11072534.788109912
10010902.65615891,10010902.65615891,10010902.65615891,10010902.65615891,10010902.65615891,10010902.65615891,10010902.65615891,10010902.65615891,10010902.65615891,10010902.65615891,10010902.65615891,10010902.65615891,10010902.65615891,10010902.65615891,10010902.65615891,10010902.65615891
11340476.21488583,11340476.21488583,11340476.21488583,11340476.21488583,11340476.21488583,11340476.21488583,11340476.21488583,11340476.21488583,11340476.21488583,11340476.21488583,11340476.21488583,11340476.21488583,11340476.21488583,11340476.21488583,11340476.21488583,11340476.21488583
10395970.66596106,10395970.66596106,10395970.66596106,10395970.66596106,10395970.66596106,10395970.66596106,10395970.66596106,10395970.66596106,10395970.66596106,10395970.66596106,10395970.66596106,10395970.66596106,10395970.66596106,10395970.66596106,10395970.66596106,10395970.66596106
10389279.019849466,10389279.019849466,10389279.019849466,10389279.019849466,10389279.019849466,10389279.019849466,10389279.019849466,10389279.019849466,10389279.019849466,10389279.019849466,10389279.019849466,10389279.019849466,10389279.019849466,10389279.019849466,10389279.019849466,10389279.019849466
10448734.608729962,10448734.608729962,10448734.608729962,10448734.608729962,10448734.608729962,10448734.608729962,10448734.608729962,10448734.608729962,10448734.608729962,10448734.608729962,10448734.608729962,10448734.608729962,10448734.608729962,10448734.608729962,10448734.608729962,10448734.608729962
11035943.734737974,11035943.734737974,11035943.734737974,11035943.734737974,11035943.734737974,11035943.734737974,11035943.734737974,11035943.734737974,11035943.734737974,11035943.734737974,11035943.734737974,11035943.734737974,11035943.734737974,11035943.734737974,11035943.734737974,11035943.734737974
11477952.856616396,11477952.856616396,11477952.856616396,11477952.856616396,11477952.856616396,11477952.856616396,11477952.856616396,11477952.856616396,11477952.856616396,11477952.856616396,11477952.856616396,11477952.856616396,11477952.856616396,11477952.856616396,11477952.856616396,11477952.856616396
13430485.58983719,13430485.58983719,13430485.58983719,13430485.58983719,13430485.58983719,13430485.58983719,13430485.58983719,13430485.58983719,13430485.58983719,13430485.58983719,13430485.58983719,13430485.58983719,13430485.58983719,13430485.58983719,13430485.58983719,13430485.58983719
11615851.595017746,11615851.595017746,11615851.595017746,11615851.595017746,11615851.595017746,11615851.595017746,11615851.595017746,11615851.595017746,11615851.595017746,11615851.595017746,11615851.595017746,11615851.595017746,11615851.595017746,11615851.595017746,11615851.595017746,11615851.595017746
10657710.025225494,10657710.025225494,10657710.025225494,10657710.025225494,10657710.025225494,10657710.025225494,10657710.025225494,10657710.025225494,10657710.025225494,10657710.025225494,10657710.025225494,10657710.025225494,10657710.025225494,10657710.025225494,10657710.025225494,10657710.025225494
11373378.878944207,11373378.878944207,11373378.878944207,11373378.878944207,11373378.878944207,11373378.878944207,11373378.878944207,11373378.878944207,11373378.878944207,11373378.878944207,11373378.878944207,11373378.878944207,11373378.878944207,11373378.878944207,11373378.878944207,11373378.878944207
12194451.97782716,12194451.97782716,12194451.97782716,12194451.97782716,12194451.97782716,12194451.97782716,12194451.97782716,12194451.97782716,12194451.97782716,12194451.97782716,12194451.97782716,12194451.97782716,12194451.97782716,12194451.97782716,12194451.97782716,12194451.97782716
13441651.419041203,13441651.419041203,13441651.419041203,13441651.419041203,13441651.419041203,13441651.419041203,13441651.419041203,13441651.419041203,13441651.419041203,13441651.419041203,13441651.419041203,13441651.419041203,13441651.419041203,13441651.419041203,13441651.419041203,13441651.419041203
10543263.14428644,10543263.14428644,10543263.14428644,10543263.14428644,10543263.14428644,10543263.14428644,10543263.14428644,10543263.14428644,10543263.14428644,10543263.14428644,10543263.14428644,10543263.14428644,10543263.14428644,10543263.14428644,10543263.14428644,10543263.14428644
