0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
17873060.2489485,17873060.2489485,17873060.2489485,17873060.2489485,17873060.2489485,17873060.2489485,17873060.2489485,17873060.2489485,17873060.2489485,17873060.2489485,17873060.2489485,17873060.2489485,17873060.2489485,17873060.2489485,17873060.2489485,17873060.2489485
24095667.798471175,24095667.798471175,24095667.798471175,24095667.798471175,24095667.798471175,24095667.798471175,24095667.798471175,24095667.798471175,24095667.798471175,24095667.798471175,24095667.798471175,24095667.798471175,24095667.798471175,24095667.798471175,24095667.798471175,24095667.798471175
5033544.172245307,5033544.172245307,5033544.172245307,5033544.172245307,5033544.172245307,5033544.172245307,5033544.172245307,5033544.172245307,5033544.172245307,5033544.172245307,5033544.172245307,5033544.172245307,5033544.172245307,5033544.172245307,5033544.172245307,5033544.172245307
58724286.83773072,58724286.83773072,58724286.83773072,58724286.83773072,58724286.83773072,58724286.83773072,58724286.83773072,58724286.83773072,58724286.83773072,58724286.83773072,58724286.83773072,58724286.83773072,58724286.83773072,58724286.83773072,58724286.83773072,58724286.83773072
2593482.645802018,2593482.645802018,2593482.645802018,2593482.645802018,2593482.645802018,2593482.645802018,2593482.645802018,2593482.645802018,2593482.645802018,2593482.645802018,2593482.645802018,2593482.645802018,2593482.645802018,2593482.645802018,2593482.645802018,2593482.645802018
8358477.220662911,8358477.220662911,8358477.220662911,8358477.220662911,8358477.220662911,8358477.220662911,8358477.220662911,8358477.220662911,8358477.220662911,8358477.220662911,8358477.220662911,8358477.220662911,8358477.220662911,8358477.220662911,8358477.220662911,8358477.220662911
43428995.6730928,43428995.6730928,43428995.6730928,43428995.6730928,43428995.6730928,43428995.6730928,43428995.6730928,43428995.6730928,43428995.6730928,43428995.6730928,43428995.6730928,43428995.6730928,43428995.6730928,43428995.6730928,43428995.6730928,43428995.6730928
5892084.635016551,5892084.635016551,5892084.635016551,5892084.635016551,5892084.635016551,5892084.635016551,5892084.635016551,5892084.635016551,5892084.635016551,5892084.635016551,5892084.635016551,5892084.635016551,5892084.635016551,5892084.635016551,5892084.635016551,5892084.635016551
45470233.35948783,45470233.35948783,45470233.35948783,45470233.35948783,45470233.35948783,45470233.35948783,45470233.35948783,45470233.35948783,45470233.35948783,45470233.35948783,45470233.35948783,45470233.35948783,45470233.35948783,45470233.35948783,45470233.35948783,45470233.35948783
4109339.4389252537,4109339.4389252537,4109339.4389252537,4109339.4389252537,4109339.4389252537,4109339.4389252537,4109339.4389252537,4109339.4389252537,4109339.4389252537,4109339.4389252537,4109339.4389252537,4109339.4389252537,4109339.4389252537,4109339.4389252537,4109339.4389252537,4109339.4389252537
104007651.08560245,104007651.08560245,104007651.08560245,104007651.08560245,104007651.08560245,104007651.08560245,104007651.08560245,104007651.08560245,104007651.08560245,104007651.08560245,104007651.08560245,104007651.08560245,104007651.08560245,104007651.08560245,104007651.08560245,104007651.08560245
19133124.110342056,19133124.110342056,19133124.110342056,19133124.110342056,19133124.110342056,19133124.110342056,19133124.110342056,19133124.110342056,19133124.110342056,19133124.110342056,19133124.110342056,19133124.110342056,19133124.110342056,19133124.110342056,19133124.110342056,19133124.110342056
55945401.80407114,55945401.80407114,55945401.80407114,55945401.80407114,55945401.80407114,55945401.80407114,55945401.80407114,55945401.80407114,55945401.80407114,55945401.80407114,55945401.80407114,55945401.80407114,55945401.80407114,55945401.80407114,55945401.80407114,55945401.80407114
7349468.6299440935,7349468.6299440935,7349468.6299440935,7349468.6299440935,7349468.6299440935,7349468.6299440935,7349468.6299440935,7349468.6299440935,7349468.6299440935,7349468.6299440935,7349468.6299440935,7349468.6299440935,7349468.6299440935,7349468.6299440935,7349468.6299440935,7349468.6299440935
162588537.4122603,162588537.4122603,162588537.4122603,162588537.4122603,162588537.4122603,162588537.4122603,162588537.4122603,162588537.4122603,162588537.4122603,162588537.4122603,162588537.4122603,162588537.4122603,162588537.4122603,162588537.4122603,162588537.4122603,162588537.4122603
19909170.947744444,19909170.947744444,19909170.947744444,19909170.947744444,19909170.947744444,19909170.947744444,19909170.947744444,19909170.947744444,19909170.947744444,19909170.947744444,19909170.947744444,19909170.947744444,19909170.947744444,19909170.947744444,19909170.947744444,19909170.947744444
61852266.026397854,61852266.026397854,61852266.026397854,61852266.026397854,61852266.026397854,61852266.026397854,61852266.026397854,61852266.026397854,61852266.026397854,61852266.026397854,61852266.026397854,61852266.026397854,61852266.026397854,61852266.026397854,61852266.026397854,61852266.026397854
9178085.55075283,9178085.55075283,9178085.55075283,9178085.55075283,9178085.55075283,9178085.55075283,9178085.55075283,9178085.55075283,9178085.55075283,9178085.55075283,9178085.55075283,9178085.55075283,9178085.55075283,9178085.55075283,9178085.55075283,9178085.55075283
