0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
93519148.7224285,43019706.2468188,31940440.60341655,39893691.81981535,218546524.985834,44341893.94072635,29960672.5018933,22230185.1413785,49219841.46534395,38541707.47841215,40545723.0708404,54484550.023725,114864519.55698,64501243.557166,29407894.2340026,34681247.74218865
32020892.091314264,15843835.8664786,12131565.422526285,16762617.751034867,77770554.25382316,18403874.631146416,12243464.696580937,9428203.435270116,21075830.01262381,15858476.656107277,17024938.782220755,19669419.58293005,43273659.01556118,23277192.353687376,10940599.149507724,14148024.617369551
146585534.20117328,81738306.00139229,61122912.81599978,81772591.14643194,707180079.9607584,110487963.36534014,63027016.765649915,44647631.24927473,120453281.9577541,80237208.05563417,100352409.20471378,104803503.56797493,241031275.86084324,116707628.52649729,47505487.864503175,83183302.16593042
32683160.898468114,15450803.437300224,12700388.471951839,16929918.42557524,82439056.35840628,21759564.47312063,12207576.219365701,8897846.864473637,23926329.921454232,15360565.697666094,20021541.420889817,18634579.69577281,43327209.52764119,21251164.2342365,8803624.47452796,16441116.755456481
152627101.05060422,68152384.34771803,59029127.94325709,83592541.34508497,482898317.5969048,84148760.7372496,64366863.48088293,43671723.10613865,102033958.61608526,71169966.56204626,92865172.25990817,93305255.42726599,214263922.250176,91975553.04335916,42814167.61920699,70672580.59314029
27090328.782583084,12931828.69946495,10701831.359136138,14564821.078268774,64930784.68115346,14150337.987265546,12823814.533500351,8221712.624777975,17355618.454303376,12786540.721024267,18814258.71863219,16786206.462303467,43751951.85545929,16823235.292253017,9379007.445911877,13397453.021468995
132476252.6452224,56742166.3246638,51140963.291116625,75402567.87753096,365548270.00210404,75747019.1413281,62113054.20393297,35360185.03223884,77156459.05330265,58239167.56701988,104602821.02024424,82402405.44458994,222454719.2241943,80152252.27372521,50960904.391574524,59745864.83336688
33594275.563497394,16459883.728591755,13369487.361364277,19669139.276803367,82790853.62667683,22250766.305337746,15146817.210924357,8459793.038636414,18384530.380354956,16009981.897405837,23944370.066283297,19759743.277913265,50144381.60723023,18952488.904216368,11083085.930016432,14595725.326985897
172834692.98589984,78802676.07096878,62215504.28908746,89102579.16935992,629442418.219081,110373173.1488553,63570154.36355257,37651844.273338,91498415.66444793,82931049.84622838,115196480.75680366,99938510.1811558,268875065.6438824,101608585.47801054,43547565.14155042,68293113.05955431
33458629.772196047,15466839.755142175,14056370.898218427,16920778.495217424,70605142.9038096,18228305.925846525,14126128.59134249,8566539.47898391,17388020.432622112,16839767.31353293,25380988.04386975,21228413.00906413,51263143.56815401,20439549.485553157,8147859.172175603,12205472.949417952
161216863.49394506,72720944.2703031,65310556.39334186,92772533.99501264,487985412.8839057,82646378.20521285,70872204.63065308,39692811.83371533,83472157.26433505,72197863.05738208,113358999.38659586,102907550.31721236,267610714.75043142,100203619.54161319,49403041.7721552,67631291.03571503
34427390.14932063,15519278.381423969,12370771.161810983,20092269.248542987,72481575.47779334,20143074.831200678,12920329.55106831,8882200.575440083,18294916.487872116,15927627.889997955,20347933.31206334,21459272.049807053,47998094.39228349,19758479.018486407,13289287.364498578,15785165.466747832
174369687.84341833,66543859.72016881,59025188.36447926,97237018.5882344,386755249.4723467,92139161.590594,59031202.23446955,38141105.01338188,82660583.88409781,71763318.5818446,90888571.08148843,100552446.97405604,199844025.77930385,87659427.74661395,50751110.238884024,58749102.711172804
37166681.601686716,16348412.06845742,13636707.320807222,23272485.69734102,72249503.851457,19340212.705808625,14505723.362127217,9370571.264306135,20432361.504449613,17337440.016100995,19050921.888191838,23931616.299478255,44527542.71367229,20676484.41706718,9846772.350509098,12157465.033813417
186807446.82430184,88362680.72130239,59094988.60321815,126891423.60899544,439731777.0777817,108263669.82641855,91269847.87796298,49593027.29964509,106906900.758815,93827107.00432104,98701907.90791896,133122934.55476305,243726709.40988028,110812081.51056258,54297054.682129584,71495785.77076969
34625849.677672476,15683220.386018224,10243561.423690446,22794210.292725593,63259678.39951199,21625485.019659434,18305580.980222523,8045295.508224372,17326932.1392344,17579669.55824127,16960270.427843623,21273754.288930517,44730520.10066648,18862072.270471852,10823612.442296129,13067393.491921114
186965017.53892052,78990064.45851053,58338136.49779259,101076967.80767776,486116884.4334948,114582944.4457701,93078506.92225617,49006803.76311105,104395163.91658548,101884409.6249203,84246054.05680323,105369108.15686658,224720416.23502898,94227580.9843379,54328313.82140472,70542719.8956678
34836400.332983814,13981194.632802393,13661411.56003074,21775690.27248499,70021956.74284919,23230187.8588785,16849075.983927537,10438941.336354401,24053921.43926251,20017718.424429327,23782434.477494407,20131930.358880542,41859419.73375708,17695638.285813093,11666798.501009874,17920963.43561431
