0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
121809164.9932695,56033385.330891,41602585.7011057,51961735.702852,284657955.984159,57755541.5006105,39023927.7190638,28954928.76816235,64109092.863853,50200769.248815,52811009.710602,70966402.4329625,149611618.644185,84013196.5063705,38303931.22467695,45172500.8847044
41115104.84379648,20557475.22508116,15086894.52634659,21503742.878222097,95684600.77202253,24358364.643435605,15773195.831364192,12320765.488705752,27334172.59004146,20288073.641054444,22012836.835913196,25580419.560363963,56132887.16807155,30238461.70099446,14025262.661997523,18201233.804619253
207585627.84641922,115837878.2010936,86795605.79353133,115920057.00348687,603279343.6582987,156205762.40737173,89239829.65011281,63361677.757862225,170373499.57703948,113662524.48446533,141995218.53495884,148201678.0405597,331825787.28955245,164995641.4645198,67176288.21058913,117853746.66104338
49037141.25299989,23274472.934418794,18643274.606902767,25382668.917611714,125264305.17756942,33288767.26676487,18206286.489845075,13091425.023513045,36199528.82477683,23069349.99064646,30534762.25482258,28527971.313738618,65200551.91695704,32231829.456827972,12896685.961620282,24706742.021494545
238757883.7259233,106923907.09891737,92754809.16016857,130725386.14397568,758179072.9436479,131671177.78916834,100976707.2598997,68482409.59201357,159357152.64575645,111438642.22807981,145189383.85838914,145707333.86808884,334868491.8526567,143842994.58613622,67057052.58572311,110693031.02028723
43284105.77016924,19737226.086795125,16664034.338972405,23094215.263858035,103064929.59010115,22077966.774693776,20321669.788115352,12724008.30017753,27121002.13683191,19775326.49982392,30170031.726555593,26488955.07470589,69470598.4429671,26311129.470991887,14776798.526079569,20764641.182728037
214637164.07640165,92411872.50570054,83021589.30083999,122251706.0673114,563213849.9282597,122918908.27520123,100951845.84481558,57256937.94089543,125295030.51436809,94786039.90405536,169316337.59738177,133731657.16827789,360582816.44375676,129696370.62143297,82624867.77211803,97183913.70531467
38298938.432312764,18652044.91031947,15065677.77074602,22658959.97786811,94869747.23897496,25351046.37327488,17159907.917937577,9671600.81728654,21201288.032170977,17975843.51538381,27096920.626575366,22733353.160538476,57258581.788801484,21881141.472899333,12729482.224684935,16604055.138333084
193780317.68617523,88504220.73843014,69953516.0075899,99967844.65475602,452904174.9771982,123625900.68268189,71455805.43667585,42140626.90698173,102624952.33679122,93078052.90406257,129173651.14458838,112016981.3843615,282464596.35149133,114053890.70379904,48918356.451334834,76642100.52657887
37029455.003775105,17005541.3508569,15448786.20371605,18577894.789905168,77938928.32259296,20102722.48495298,15585520.634397028,9190114.03183652,18938237.72348341,18208467.125339262,28378405.619278945,23573933.518464394,56732307.95914188,22715013.528880928,9024141.251170292,13405799.554143969
178838564.3470912,80688217.36035128,72518707.84397113,103134862.15348202,382000266.70032346,91945284.65276803,78723043.62545785,43959415.06726126,92715682.15824518,80143919.19429061,125689969.72299072,114155824.9744749,272418329.0194325,111350416.56626591,54693267.22691189,75215422.7234401
41032765.72038701,18198215.83964199,14503236.830711508,24369872.994454876,87564578.04203877,24167836.747273173,15348372.126390878,10540064.959227433,22031782.6041649,18607148.778130367,24715703.578556597,25651538.32146146,57634057.544654064,23989282.183328405,16025219.655550193,18770266.806024373
216255207.4069603,82650672.68164119,73399492.93506996,120604696.11767545,395809560.7363596,114503608.43237847,73527740.40679175,47230508.887550175,102854842.79225792,89111649.08075407,112720078.33234544,124640411.15529326,247665520.84230965,108657367.55246893,62990850.86225018,73067210.82640961
44739449.30703189,19206848.443854064,16336225.707331609,27922329.176919017,88036809.85023506,23546803.39995627,17500506.579431638,11593333.52236071,25000200.140341178,20665514.40589322,23297184.77591458,28901511.94230422,53290240.883954026,25106452.278963353,11795840.929480957,14382621.811202485
233061245.6674971,110202146.63729249,74039474.51880684,158394081.4561856,471137296.82335883,135315672.09753668,113813429.84227651,61784142.02635577,133267347.40385953,117068253.31348142,123036267.61364858,165987337.55900365,304118038.79016817,138329595.409842,67871359.6389741,89234347.13185605
43903925.47871663,19570902.61826448,12870257.42803242,28612822.386042718,79839056.14144017,27149690.41128237,23161216.830058783,9976726.985877527,21814424.982488602,22239325.139235534,21149503.25437268,26502370.256613024,55962757.10245218,24337406.100609086,13555164.177078169,16455201.466505177
239465533.49174213,101284093.82952024,74951467.38394754,129170214.99320768,473863546.9901557,146710912.4425844,119150576.6725404,62590934.5196802,133478305.34437671,130590365.40680256,108050781.63031553,134860373.85457715,287610436.29750824,120558827.533523,69703362.36463249,90497195.33030337
42853182.61112301,16866505.261073876,16657424.303651758,26797172.20348514,86791403.61340484,28332212.9434313,20636297.91377008,12843794.521413159,29542954.52895444,25123446.291274704,29245924.275715925,25084138.95034458,51233824.99921636,22041489.335282177,13981952.373961931,21874281.818768393
